iter	Logloss
0	0.670730367
1	0.6499005636
2	0.6308129018
3	0.6140126495
4	0.5984141744
5	0.5838286285
6	0.5709863536
7	0.5593305868
8	0.5483431753
9	0.5382124481
10	0.5288625793
11	0.5208813629
12	0.5136468557
13	0.5066182251
14	0.5002298686
15	0.4947713216
16	0.489244868
17	0.484288208
18	0.4797805074
19	0.475791275
20	0.4720670624
21	0.4687826487
22	0.4655683746
23	0.4627005768
24	0.4599877981
25	0.4573968302
26	0.4550917714
27	0.4529901072
28	0.4511451365
29	0.4494592234
30	0.4479670105
31	0.4462389933
32	0.4449219462
33	0.4434939677
34	0.4422515411
35	0.4411681315
36	0.4399927622
37	0.439039093
38	0.4380348104
39	0.4370500641
40	0.4362673543
41	0.4354898326
42	0.434816803
43	0.4341418813
44	0.433472346
45	0.4330121307
46	0.4323743184
47	0.4318462219
48	0.4313077749
49	0.4307693329
50	0.4302645365
51	0.4298419139
52	0.4294503021
53	0.4290157216
54	0.4286701406
55	0.4283063558
56	0.4279192454
57	0.427663269
58	0.4274115092
59	0.4271079305
60	0.4267371572
61	0.4264265391
62	0.4260814565
63	0.425726064
64	0.4254428355
65	0.4251418711
66	0.4247836711
67	0.4245463155
68	0.424309962
69	0.4240685781
70	0.4238541565
71	0.4236684265
72	0.4234400126
73	0.4231711934
74	0.4228762919
75	0.4227059428
76	0.4224477234
77	0.4222577464
78	0.4220267893
79	0.4217702128
80	0.4216377818
81	0.4214138692
82	0.4212068176
83	0.4210228424
84	0.4208541565
85	0.4207079976
86	0.4205422974
87	0.4204378916
88	0.4202519073
89	0.4200965881
90	0.419901413
91	0.4197516988
92	0.4195808767
93	0.41945283
94	0.419284551
95	0.4191131948
96	0.4189848989
97	0.4188767344
98	0.4187474569
99	0.4186350199
100	0.4184491933
101	0.4182665253
102	0.4181142527
103	0.4179644623
104	0.4178127289
105	0.4177186381
106	0.417512558
107	0.4173917491
108	0.4172700094
109	0.4171821136
110	0.4170331268
111	0.4168839976
112	0.4167437693
113	0.4166580912
114	0.4165080922
115	0.416403773
116	0.4163287404
117	0.4161948344
118	0.4160542959
119	0.4158981171
120	0.415746226
121	0.4155987752
122	0.4154821523
123	0.4153755086
124	0.415237971
125	0.415111262
126	0.414981425
127	0.4148692169
128	0.414677063
129	0.4145407054
130	0.4144354553
131	0.4143521016
132	0.4142701263
133	0.4141723785
134	0.4140439351
135	0.4139708201
136	0.413875707
137	0.4137845256
138	0.4136967926
139	0.4135869039
140	0.413517568
141	0.4134207102
142	0.4132220764
143	0.413096344
144	0.4129874674
145	0.4128631846
146	0.4127860209
147	0.4126758626
148	0.4125789185
149	0.4124738719
150	0.4123782399
151	0.4122707418
152	0.4121608785
153	0.4120406901
154	0.4119760539
155	0.4117915395
156	0.4116575826
157	0.4115165558
158	0.4114158223
159	0.4113483683
160	0.4112719218
161	0.4111833344
162	0.4110916951
163	0.4110264689
164	0.4108822428
165	0.4107714844
166	0.410671463
167	0.4105581156
168	0.4104374644
169	0.4102911784
170	0.4101854553
171	0.410075175
172	0.4099961853
173	0.4098557892
174	0.4097970378
175	0.4097370453
176	0.4096161346
177	0.4095651855
178	0.409516215
179	0.4093923289
180	0.4093083445
181	0.4092150574
182	0.4090748393
183	0.4090007426
184	0.4089493764
185	0.4088807373
186	0.4088373769
187	0.4087475789
188	0.4086635793
189	0.4085193888
190	0.4084029541
191	0.4083213501
192	0.4082376658
193	0.4081211853
194	0.4080610046
195	0.4079894816
196	0.4079136607
197	0.4078510183
198	0.4077672017
199	0.4077137858
200	0.4076477102
201	0.4075992076
202	0.4074993591
203	0.4074109344
204	0.4073715668
205	0.4072414602
206	0.4071178487
207	0.4070296885
208	0.4069451548
209	0.4068833822
210	0.4068176015
211	0.4067209015
212	0.4066704508
213	0.4065586344
214	0.4065175323
215	0.4064408518
216	0.4063394775
217	0.4062404073
218	0.4061529236
219	0.4060084178
220	0.4059029338
221	0.4057557271
222	0.4056854248
223	0.4055858154
224	0.4054600474
225	0.405382843
226	0.4053001455
227	0.4052099965
228	0.405121582
229	0.405015391
230	0.4049394175
231	0.4048516286
232	0.4047917379
233	0.404688736
234	0.4046299235
235	0.404545578
236	0.4044497172
237	0.4043587443
238	0.404232961
239	0.4041295217
240	0.4040583445
241	0.4039458059
242	0.403821401
243	0.4037073873
244	0.4035589396
245	0.4034759471
246	0.4033681895
247	0.4032474772
248	0.4031687978
249	0.4030998027
250	0.4030135295
251	0.4029525146
252	0.402854894
253	0.4027895203
254	0.4027172699
255	0.4026008046
256	0.4025464071
257	0.4024767558
258	0.4024166005
259	0.4022993825
260	0.4022154999
261	0.402063563
262	0.4019614003
263	0.401872172
264	0.4017926025
265	0.4016505686
266	0.4015377858
267	0.4014417419
268	0.4013329519
269	0.4012591604
270	0.4011374664
271	0.4010405172
272	0.4009175161
273	0.40081633
274	0.4007247874
275	0.4006486562
276	0.4005200907
277	0.4004508667
278	0.4003316345
279	0.4002638652
280	0.400185435
281	0.4001211395
282	0.3999471995
283	0.3998334198
284	0.3997457835
285	0.399641449
286	0.3995805715
287	0.399483729
288	0.3993909454
289	0.3992976125
290	0.3991827291
291	0.3990725708
292	0.3989999339
293	0.3989227397
294	0.3988383026
295	0.3987619375
296	0.3987020925
297	0.3985881246
298	0.3984866028
299	0.3983396556
300	0.3982039541
301	0.3981120453
302	0.3979880727
303	0.3978365529
304	0.3977284953
305	0.3975935516
306	0.3975509593
307	0.3974498444
308	0.3973655192
309	0.3971933238
310	0.3971475881
311	0.3970689138
312	0.3969738159
313	0.3968575389
314	0.3967115173
315	0.3965909627
316	0.3965344696
317	0.3964597117
318	0.3963552653
319	0.396191625
320	0.3961496023
321	0.3960375824
322	0.3959797567
323	0.3959416046
324	0.3958701223
325	0.3957641652
326	0.3956886241
327	0.3955680644
328	0.3954566854
329	0.3952993368
330	0.3952129059
331	0.3950862325
332	0.3949649506
333	0.3948584747
334	0.3948136698
335	0.3947839966
336	0.3946405487
337	0.394526947
338	0.3944480794
339	0.3943557841
340	0.3942451935
341	0.3941905365
342	0.3941065521
343	0.3939788869
344	0.3939064636
345	0.393779424
346	0.3937206421
347	0.3935779826
348	0.3934863027
349	0.3933856761
350	0.3932908732
351	0.3931959381
352	0.393109019
353	0.3930023244
354	0.3929121958
355	0.3927338867
356	0.3926313019
357	0.3925580343
358	0.3924949646
359	0.3924049377
360	0.3922810059
361	0.3922000376
362	0.3921191762
363	0.3921004588
364	0.3920201772
365	0.391934967
366	0.3918710632
367	0.3917987061
368	0.3917058767
369	0.3916191813
370	0.3914737447
371	0.3914055074
372	0.3912808482
373	0.3911780701
374	0.3910685527
375	0.3909732768
376	0.3908970337
377	0.3907814941
378	0.3906641235
379	0.3905349121
380	0.3903932851
381	0.3902876434
382	0.390170344
383	0.3901147359
384	0.3899697266
385	0.3898894806
386	0.3898442993
387	0.389756897
388	0.3896723429
389	0.3895796611
390	0.389502828
391	0.3893792165
392	0.3892883504
393	0.3892143758
394	0.3891332652
395	0.3890713399
396	0.3890058238
397	0.3889519602
398	0.3888610992
399	0.3887915955
400	0.3886972402
401	0.3885909068
402	0.3884836782
403	0.3883603821
404	0.388282781
405	0.3881862488
406	0.3881650543
407	0.3880450795
408	0.3879739227
409	0.3878527069
410	0.3877461548
411	0.3876389058
412	0.3875416565
413	0.3874662425
414	0.387421758
415	0.3873554077
416	0.3872295278
417	0.3871007182
418	0.3869857534
419	0.3869042358
420	0.3868254344
421	0.3867572581
422	0.3866481527
423	0.3865623322
424	0.3865166473
425	0.3864319611
426	0.3863655345
427	0.3862257131
428	0.3861368154
429	0.3860417938
430	0.3860318146
431	0.3859426931
432	0.3858421021
433	0.3857699229
434	0.3856463877
435	0.3856066386
436	0.3855154826
437	0.3854255015
438	0.3853613536
439	0.3853012594
440	0.3851413066
441	0.3850254211
442	0.3849757334
443	0.3848420156
444	0.3847686259
445	0.3846489461
446	0.3845604808
447	0.3844613749
448	0.3844144185
449	0.3843041534
450	0.3842418416
451	0.3841500092
452	0.3841023509
453	0.384009491
454	0.3839591726
455	0.3839353689
456	0.3838254801
457	0.3837758636
458	0.3837053172
459	0.3836092072
460	0.3835451457
461	0.3834117584
462	0.3833650869
463	0.3832701009
464	0.3831590627
465	0.3830600433
466	0.3829885254
467	0.3829114482
468	0.382883077
469	0.3827839355
470	0.3827314911
471	0.3826213023
472	0.3825695089
473	0.3824950511
474	0.3824163717
475	0.3823024292
476	0.3822148437
477	0.3821302643
478	0.3820621287
479	0.381948761
480	0.3818329112
481	0.3817640533
482	0.3816518962
483	0.3816098378
484	0.3814872335
485	0.3814043935
486	0.3812766978
487	0.3812213898
488	0.3811152954
489	0.3810170797
490	0.3809853058
491	0.3809263051
492	0.3808639628
493	0.3807408295
494	0.3806864777
495	0.3805965474
496	0.3805300954
497	0.3804220327
498	0.3803055725
499	0.3802169545
500	0.3801712341
501	0.3801260579
502	0.3800126902
503	0.3798807882
504	0.3798108215
505	0.3797526957
506	0.3797152761
507	0.3796624654
508	0.3795235189
509	0.3794715729
510	0.3793422241
511	0.3793000692
512	0.3792428691
513	0.3792023417
514	0.3790994008
515	0.3790019582
516	0.3789101308
517	0.378815094
518	0.3787272746
519	0.3786841685
520	0.3785574239
521	0.3784779205
522	0.378386205
523	0.3783341217
524	0.3782296295
525	0.3781949005
526	0.3780868327
527	0.3779339752
528	0.3777882385
529	0.3777051392
530	0.3775909627
531	0.3775098368
532	0.3774078217
533	0.3773222198
534	0.3772450867
535	0.3772079824
536	0.3771010132
537	0.376984904
538	0.3768500366
539	0.3767766062
540	0.3767043457
541	0.3766175283
542	0.3765664113
543	0.3764727529
544	0.3764078929
545	0.3763478038
546	0.3762399902
547	0.3762019908
548	0.3760965474
549	0.3760100962
550	0.3758722992
551	0.3757766164
552	0.3757362061
553	0.3756091715
554	0.375527832
555	0.3754409688
556	0.3753765106
557	0.37533078
558	0.3752660472
559	0.3751567128
560	0.3750917664
561	0.3750220032
562	0.3749829712
563	0.3748815562
564	0.3747901255
565	0.3746924642
566	0.3746007334
567	0.3745270844
568	0.374423111
569	0.3743638967
570	0.3742966563
571	0.3742548981
572	0.3741901296
573	0.3740892436
574	0.3740082194
575	0.3739592946
576	0.3739002482
577	0.373824234
578	0.3737665202
579	0.373701299
580	0.3735908559
581	0.3734715729
582	0.3734009043
583	0.373294342
584	0.3731943817
585	0.373099177
586	0.3730000356
587	0.3729151459
588	0.372835556
589	0.3727290599
590	0.372650823
591	0.3725778147
592	0.3725104065
593	0.3724588572
594	0.3723546143
595	0.3722603149
596	0.3722154999
597	0.3721570841
598	0.372057134
599	0.371940801
600	0.3718295339
601	0.3717584381
602	0.3716932271
603	0.3715968526
604	0.3714961243
605	0.3713875936
606	0.3713300171
607	0.3712288564
608	0.3711578115
609	0.3711143697
610	0.37104422
611	0.3709279633
612	0.3708493449
613	0.3707863973
614	0.3707045186
615	0.3706336314
616	0.3705386658
617	0.3704414927
618	0.370345403
619	0.3702571157
620	0.3702216339
621	0.3701845347
622	0.3700816447
623	0.3699991404
624	0.3699434865
625	0.3698894196
626	0.3698001506
627	0.3697528229
628	0.3696912893
629	0.3696307017
630	0.3695424398
631	0.3694708252
632	0.3693689016
633	0.3692960052
634	0.3692009633
635	0.3690439758
636	0.3689905904
637	0.3688585154
638	0.3687921193
639	0.3687418925
640	0.3686784668
641	0.3685559235
642	0.3684459127
643	0.368342097
644	0.3682687378
645	0.3682171529
646	0.3681462148
647	0.3680893453
648	0.3679799652
649	0.3679501088
650	0.3678861898
651	0.3678419596
652	0.3677644806
653	0.3676567179
654	0.3675923716
655	0.3674543355
656	0.3673815053
657	0.3672910411
658	0.3671554515
659	0.367000178
660	0.3669135844
661	0.3668294881
662	0.3667556763
663	0.3666951447
664	0.3665943858
665	0.3665180461
666	0.36643986
667	0.3664089559
668	0.3663309987
669	0.366295812
670	0.3662824351
671	0.3662701365
672	0.3662329966
673	0.3662004242
674	0.3661140798
675	0.3660524902
676	0.3660158234
677	0.3659476267
678	0.3658844859
679	0.3658036346
680	0.3656797892
681	0.3655884501
682	0.3655607452
683	0.3654953512
684	0.3654441376
685	0.365369812
686	0.3652968597
687	0.3652268829
688	0.365169042
689	0.3650637461
690	0.364987381
691	0.3649131063
692	0.3648842926
693	0.3647840271
694	0.364742157
695	0.3646176707
696	0.3645818278
697	0.3645402985
698	0.364507609
699	0.3644544779
700	0.3643374023
701	0.3642619324
702	0.3642004852
703	0.3641490072
704	0.3640740763
705	0.3639627533
706	0.3638869273
707	0.3638197632
708	0.3637394358
709	0.3636939443
710	0.3636467539
711	0.3635606639
712	0.3634917501
713	0.3633945058
714	0.3632821198
715	0.3631961314
716	0.3631391907
717	0.3630940908
718	0.3630174713
719	0.3629852142
720	0.3628990326
721	0.3628562368
722	0.3627850291
723	0.3627441254
724	0.3626415761
725	0.3625800222
726	0.3624945424
727	0.3624399058
728	0.3623832041
729	0.3623529205
730	0.3622541148
731	0.3622016093
732	0.3621392415
733	0.3620823466
734	0.3620158285
735	0.3619505666
736	0.3619071401
737	0.3618016357
738	0.3617336121
739	0.3616193339
740	0.3615813192
741	0.3614972585
742	0.3614183197
743	0.3612863007
744	0.3612316589
745	0.361146403
746	0.3610914103
747	0.3610541738
748	0.3609739634
749	0.3609239197
750	0.3608497772
751	0.3607935333
752	0.360704539
753	0.3606171061
754	0.3605448863
755	0.3605046285
756	0.3604082133
757	0.3603711751
758	0.3602459869
759	0.3601714427
760	0.3601055857
761	0.360021342
762	0.3599878845
763	0.3599288737
764	0.3598360291
765	0.3597590535
766	0.3596988322
767	0.3595998535
768	0.3595216878
769	0.3594607493
770	0.3593714193
771	0.3593275452
772	0.3592353516
773	0.3591717987
774	0.3590509084
775	0.3590180257
776	0.3589325867
777	0.3588592173
778	0.3588374736
779	0.3587923228
780	0.3587131042
781	0.3586320496
782	0.3585985718
783	0.3585397593
784	0.3584375865
785	0.3583459829
786	0.35824145
787	0.358151179
788	0.3581161041
789	0.3580504659
790	0.3579769541
791	0.35791126
792	0.3578335673
793	0.3577580872
794	0.3576956431
795	0.3576467845
796	0.3575667013
797	0.3575195719
798	0.3574652201
799	0.3573431498
800	0.35725295
801	0.3571715088
802	0.3570727895
803	0.3570258993
804	0.3569608205
805	0.356924413
806	0.3568317668
807	0.3567974447
808	0.3566955465
809	0.356656606
810	0.3565801341
811	0.3565085958
812	0.3564181824
813	0.3563764598
814	0.3563336639
815	0.3562566223
816	0.356180898
817	0.3561505127
818	0.3560695089
819	0.3560053101
820	0.3559393056
821	0.3558609772
822	0.3558138377
823	0.3557469889
824	0.3556967926
825	0.3556263224
826	0.35555749
827	0.3555147858
828	0.3554604747
829	0.3553911641
830	0.3552995809
831	0.3552005259
832	0.3551199036
833	0.3550160268
834	0.3549529012
835	0.3548654277
836	0.354824295
837	0.3547615
838	0.3547224223
839	0.3546924998
840	0.3546672618
841	0.3545836589
842	0.3545110626
843	0.354448349
844	0.3543980459
845	0.3543227081
846	0.354278183
847	0.3542003428
848	0.3540896708
849	0.354020874
850	0.3539634603
851	0.3538970846
852	0.3538059438
853	0.3537642721
854	0.3536845449
855	0.3535954081
856	0.3535353902
857	0.3534028549
858	0.3533804194
859	0.3533271662
860	0.3532570801
861	0.3531668574
862	0.3530716298
863	0.3530100072
864	0.3529558131
865	0.3528749746
866	0.3528135071
867	0.3527039337
868	0.3526217651
869	0.3525851339
870	0.3525151596
871	0.3524808604
872	0.352459699
873	0.3523703334
874	0.3522905528
875	0.3522488785
876	0.3521455358
877	0.3520267741
878	0.3519134801
879	0.3518218816
880	0.3517570699
881	0.3517213567
882	0.3516526718
883	0.3515836054
884	0.351538798
885	0.351448878
886	0.3513286616
887	0.3512671636
888	0.3512063955
889	0.3511375097
890	0.3510663147
891	0.3510195491
892	0.3509709473
893	0.3509075216
894	0.3508511225
895	0.3508011271
896	0.3507184931
897	0.3506804657
898	0.3506276525
899	0.3505350596
900	0.3504592743
901	0.3504379959
902	0.3503337682
903	0.3502376328
904	0.3502034963
905	0.350151357
906	0.3500876516
907	0.3500272649
908	0.3499716899
909	0.3498952967
910	0.3498434041
911	0.3497529984
912	0.3496706441
913	0.3495906067
914	0.3495343323
915	0.3494377594
916	0.3493916855
917	0.3493908869
918	0.3493657074
919	0.3493203049
920	0.3492476018
921	0.349186554
922	0.349104805
923	0.3490218201
924	0.3489611638
925	0.3489344304
926	0.3489064026
927	0.3488086294
928	0.3487118327
929	0.3486599757
930	0.3485612132
931	0.3484579315
932	0.3484298706
933	0.348388855
934	0.3483403015
935	0.3482846018
936	0.3481837845
937	0.3481008377
938	0.3480280507
939	0.3479291534
940	0.3478834101
941	0.3477848155
942	0.3476829478
943	0.3475926208
944	0.347518659
945	0.3475061035
946	0.3474020487
947	0.3473558248
948	0.3472834244
949	0.3471790695
950	0.3471500498
951	0.3470496546
952	0.3470204569
953	0.3469744415
954	0.3468976339
955	0.3468049444
956	0.3467444992
957	0.3466924845
958	0.3466173147
959	0.3465937475
960	0.3465474675
961	0.3464747721
962	0.3463895543
963	0.3463088125
964	0.3462240473
965	0.3461385371
966	0.3460462799
967	0.3459508057
968	0.3459079208
969	0.3458005702
970	0.3457460683
971	0.3456898499
972	0.3456122767
973	0.3455481491
974	0.3454816462
975	0.3454021962
976	0.3453526204
977	0.3453085531
978	0.3452171275
979	0.3451755066
980	0.3451149368
981	0.345057869
982	0.3450039037
983	0.3449715017
984	0.344875913
985	0.3448219961
986	0.3447257741
987	0.3446451569
988	0.3446025009
989	0.3445728607
990	0.3444885152
991	0.3444163869
992	0.3443685939
993	0.3442831777
994	0.3442008998
995	0.3441381378
996	0.3440686722
997	0.344002978
998	0.3439452947
999	0.3438985163
